Statistical profiling result from artillery_sin_log.log, (4778 ticks, 50 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     47  100.0%          Function: ^tryHandleCache /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/ejs/lib/ejs.js:254:24
     47  100.0%            Function: ^exports.renderFile /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/ejs/lib/ejs.js:441:31
      1    2.1%        LazyCompile: ~handleCache /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/ejs/lib/ejs.js:210:21
      1  100.0%          LazyCompile: ~tryHandleCache /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/ejs/lib/ejs.js:254:24
      1  100.0%            Function: ^exports.renderFile /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/ejs/lib/ejs.js:441:31
     46    2.2%    Function: ^memoryUsage node:internal/process/per_thread:168:23
     46  100.0%      Function: ^<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/server.js:71:33
     46  100.0%        Function: ^handle /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/layer.js:86:49
     46  100.0%          Function: ^next /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/route.js:116:16
     46  100.0%            Function: ^compression /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/compression/index.js:59:31
     36    1.8%    Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     28   77.8%      Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      5   17.9%        Function: ~<anonymous> node:crypto:1:1
      5  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      5  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      3   10.7%        Function: ~<anonymous> node:tty:1:1
      3  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3  100.0%            LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      3   10.7%        Function: ~<anonymous> node:http:1:1
      3  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3  100.0%            LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      2    7.1%        Function: ~<anonymous> node:tls:1:1
      2  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1    3.6%        LazyCompile: ~lazyRequire node:internal/crypto/util:67:21
      1  100.0%          LazyCompile: ~get node:crypto:287:8
      1  100.0%            t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1    3.6%        LazyCompile: ~lazyLoadStreams node:fs:2845:25
      1  100.0%          LazyCompile: ~get ReadStream node:fs:2988:17
      1  100.0%            t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1    3.6%        LazyCompile: ~get node:dns:334:8
      1  100.0%          t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%            Function: ^getOwn node:internal/bootstrap/loaders:180:16
      1    3.6%        Function: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:internal/crypto/hkdf:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:internal/cluster/primary:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:internal/child_process:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:internal/blocklist:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:dns:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1    3.6%        Function: ~<anonymous> node:dgram:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:child_process:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1    3.6%        Function: ~<anonymous> node:assert:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1    3.6%        Function: ~<anonymous> node:_tls_wrap:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:_http_common:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:_http_client:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      7   19.4%      Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      7  100.0%        Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
      7  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      7  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:997:36
      1    2.8%      LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1  100.0%        Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
      1  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:997:36
     33    1.6%    Function: ^handleWriteReq node:internal/stream_base_commons:45:24
     33  100.0%      Function: ^writeGeneric node:internal/stream_base_commons:147:22
     33  100.0%        Function: ^Socket._writeGeneric node:net:769:42
     33  100.0%          Function: ^Socket._write node:net:806:35
     33  100.0%            Function: ^writeOrBuffer node:internal/streams/writable:365:23
     23    1.1%    LazyCompile: *deserializeObject /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/parser/deserializer.js:65:27
     14   60.9%      LazyCompile: *deserializeObject /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/parser/deserializer.js:65:27
      6   42.9%        LazyCompile: *deserializeObject /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/parser/deserializer.js:65:27
      3   50.0%          LazyCompile: *parse /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/commands.js:426:10
      3  100.0%            Function: ^onMessage /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:156:14
      2   33.3%          Function: ^deserialize /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/parser/deserializer.js:36:21
      2  100.0%            Function: ^deserialize /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/bson.js:161:21
      1   16.7%          LazyCompile: *deserializeObject /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            LazyCompile: *parse /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/commands.js:426:10
      6   42.9%        Function: ^deserialize /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/parser/deserializer.js:36:21
      6  100.0%          Function: ^deserialize /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/bson.js:161:21
      4   66.7%            Function: ^parse /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/commands.js:426:10
      2   33.3%            Function: ^parse /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/commands.js:222:10
      2   14.3%        LazyCompile: *parse /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/commands.js:426:10
      2  100.0%          Function: ^onMessage /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:156:14
      2  100.0%            Function: ^<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:60:44
      5   21.7%      Function: ^deserialize /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/parser/deserializer.js:36:21
      5  100.0%        Function: ^deserialize /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/bson/lib/bson.js:161:21
      5  100.0%          Function: ^parse /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/commands.js:426:10
      5  100.0%            Function: ^onMessage /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:156:14
      4   17.4%      LazyCompile: *parse /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/commands.js:426:10
      4  100.0%        Function: ^onMessage /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:156:14
      4  100.0%          Function: ^<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:60:44
      4  100.0%            LazyCompile: *processIncomingData /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:84:29
     22    1.1%    Function: ^initialize /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/passport/lib/middleware/initialize.js:51:29
     14   63.6%      Function: ^handle /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/layer.js:86:49
     14  100.0%        Function: ^trim_prefix /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:293:23
     12   85.7%          LazyCompile: *next /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:177:16
     12  100.0%            Function: ^<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express-session/index.js:485:38
      2   14.3%          Function: ^<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:280:64
      2  100.0%            Function: ^process_params /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:338:47
      8   36.4%      LazyCompile: *trim_prefix /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:293:23
      8  100.0%        LazyCompile: *next /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:177:16
      8  100.0%          Function: ^<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express-session/index.js:485:38
      5   62.5%            Function: ^<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/connect-mongo/build/main/lib/MongoStore.js:203:10
      3   37.5%            LazyCompile: *<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/connect-mongo/build/main/lib/MongoStore.js:203:10

   1010   21.1%  T _posix_spawnattr_setflags

    233    4.9%  T node::contextify::ContextifyContext::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    232   99.6%    Function: ^compileFunction node:vm:308:25
    227   97.8%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
    227  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
    219   96.5%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
    219  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      8    3.5%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1112:37
      8  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      3    1.3%      LazyCompile: ~wrapSafe node:internal/modules/cjs/loader:1017:18
      3  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1057:37
      3  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1112:37
      2   66.7%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
      1   33.3%            Function: ^Module.load node:internal/modules/cjs/loader:969:33

    135    2.8%  t node::fs::Read(v8::FunctionCallbackInfo<v8::Value> const&)
    133   98.5%    Function: ^readSync node:fs:684:18
    106   79.7%      Function: ^tryReadSync node:fs:429:21
    106  100.0%        Function: ^readFileSync node:fs:450:22
    102   96.2%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
    102  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      3    2.8%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1112:37
      2   66.7%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1   33.3%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
     27   20.3%      LazyCompile: *readFileSync node:fs:450:22
     27  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
     23   85.2%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
     23  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      4   14.8%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
      4  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2    1.5%    LazyCompile: ~readSync node:fs:684:18
      2  100.0%      LazyCompile: ~tryReadSync node:fs:429:21
      2  100.0%        LazyCompile: ~readFileSync node:fs:450:22
      2  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1112:37
      2  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33

    106    2.2%  T _sigprocmask
     16   15.1%    LazyCompile: *compileFunction node:vm:308:25
      8   50.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1057:37
      8  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
      5   62.5%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
      3   60.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2   40.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      3   37.5%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
      3  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      8   50.0%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
      8  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
      8  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
      7   87.5%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1   12.5%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      2    1.9%    t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1   50.0%      LazyCompile: ~looksLikeNumber /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/yargs-parser/build/index.cjs:51:25
      1  100.0%        LazyCompile: ~maybeCoerceNumber /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/yargs-parser/build/index.cjs:606:35
      1  100.0%          LazyCompile: ~processValue /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/yargs-parser/build/index.cjs:584:30
      1  100.0%            LazyCompile: ~setArg /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/yargs-parser/build/index.cjs:533:24
      1   50.0%      Function: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongoose/lib/aggregate.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      2    1.9%    Function: ^onStreamRead node:internal/stream_base_commons:167:22

     98    2.1%  /usr/lib/system/libsystem_pthread.dylib
     50   51.0%    LazyCompile: *compileFunction node:vm:308:25
     26   52.0%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     26  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
     26  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
     26  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
     24   48.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1057:37
     24  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
     18   75.0%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
     10   55.6%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      8   44.4%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      6   25.0%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
      6  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2    2.0%    t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1   50.0%      LazyCompile: ~getStack /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/depd/index.js:381:19
      1  100.0%        LazyCompile: ~depd /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/depd/index.js:103:15
      1  100.0%          Function: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/body-parser/index.js:1:1
      1  100.0%            LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1057:37
      1   50.0%      Function: ^tryReadSync node:fs:429:21
      1  100.0%        Function: ^readFileSync node:fs:450:22
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      2    2.0%    LazyCompile: ~realpathSync node:fs:2412:22
      2  100.0%      LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      2  100.0%        LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      2  100.0%          LazyCompile: ~resolveMainPath node:internal/modules/run_main:15:25
      2  100.0%            LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:70:31
      2    2.0%    LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:22:36
      2  100.0%      Function: ~<anonymous> node:internal/main/run_main_module:1:1
      2    2.0%    Function: ~<anonymous> node:internal/fs/rimraf:1:1
      2  100.0%      LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%        LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      2  100.0%          Function: ~<anonymous> node:internal/fs/promises:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1    1.0%    LazyCompile: ~x /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/@faker-js/faker/dist/cjs/locales/fr_CH/name/sex.js:1:388
      1  100.0%      Function: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/@faker-js/faker/dist/cjs/locales/fr_CH/name/sex.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    1.0%    LazyCompile: ~write /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:403:15
      1  100.0%      LazyCompile: ~command /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:251:12
      1  100.0%        LazyCompile: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connect.js:78:43
      1  100.0%          LazyCompile: ~prepareHandshakeDocument /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connect.js:151:34
      1  100.0%            LazyCompile: ~performInitialHandshake /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connect.js:62:33
      1    1.0%    LazyCompile: ~value node:internal/console/constructor:321:20
      1  100.0%      LazyCompile: ~log node:internal/console/constructor:359:6
      1  100.0%        t node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%          LazyCompile: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/server.js:97:48
      1  100.0%            LazyCompile: ~onceWrapper node:events:640:21
      1    1.0%    LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%      LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%        LazyCompile: ~resolveMainPath node:internal/modules/run_main:15:25
      1  100.0%          LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:70:31
      1  100.0%            Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.0%    LazyCompile: ~t /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/@faker-js/faker/dist/cjs/locales/hr/name/female_first_name.js:1:388
      1  100.0%      Function: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/@faker-js/faker/dist/cjs/locales/hr/name/female_first_name.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    1.0%    LazyCompile: ~setupPerfHooks node:internal/bootstrap/pre_execution:220:24
      1  100.0%      LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:22:36
      1  100.0%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.0%    LazyCompile: ~resolve node:path:1091:10
      1  100.0%      LazyCompile: ~patchProcessObject node:internal/bootstrap/pre_execution:81:28
      1  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:22:36
      1  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.0%    LazyCompile: ~patchProcessObject node:internal/bootstrap/pre_execution:81:28
      1  100.0%      LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:22:36
      1  100.0%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.0%    LazyCompile: ~parserOnHeadersComplete node:_http_common:77:33
      1    1.0%    LazyCompile: ~parseServerType /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/sdam/server_description.js:119:25
      1  100.0%      Function: ^ServerDescription /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/sdam/server_description.js:35:16
      1  100.0%        Function: ^<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/sdam/server.js:63:55
      1  100.0%          Function: ^emit node:events:474:44
      1  100.0%            LazyCompile: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/sdam/monitor.js:177:73
      1    1.0%    LazyCompile: ~parse /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/commands.js:426:10
      1  100.0%      LazyCompile: ~onMessage /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:156:14
      1  100.0%        LazyCompile: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/connection.js:60:44
      1  100.0%          Function: ^emit node:events:474:44
      1  100.0%            LazyCompile: ~processIncomingData /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      1    1.0%    LazyCompile: ~m /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/@faker-js/faker/dist/cjs/locales/en/address/street_address.js:1:388
      1  100.0%      Function: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/@faker-js/faker/dist/cjs/locales/en/address/street_address.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1057:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1112:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    1.0%    LazyCompile: ~init /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/engine.io/build/server.js:288:9
      1  100.0%      LazyCompile: ~emit node:events:474:44
      1  100.0%        LazyCompile: ~emitListeningNT node:net:1361:25
      1  100.0%          LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1    1.0%    LazyCompile: ~handle /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/layer.js:86:49
      1  100.0%      LazyCompile: ~trim_prefix /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:293:23
      1  100.0%        LazyCompile: ~<anonymous> /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:280:64
      1  100.0%          LazyCompile: ~process_params /Users/gonzabertinat/Desktop/CoderHouse/Backend/Repositorio/src/Desafio16/node_modules/express/lib/router/index.js:338:47
